SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title
5542,SOMIDHA12A8C132C67,491,A life time of Hits.. (Live At Centro De Bellas Artes_ San Juan_ Puerto Rico.),ARSZVAK1187FB4A9F0,Richie Ray & Bobby Cruz,8.5334,10,0.752,105.75,4,0.352,Guaguanco Raro
5543,SOOJJQO12A6D4FB913,839,Jazz Yule Love II,ARHDHOX122988F500E,Hot Club Of Detroit,1.0428,2,0.63,124.122,1,0.343,God Rest Ye Merry Gentlemen
5544,SOSDNTQ12AB018A319,57,Best of 40's and 50's_ Vol. 66,ARIFOQ6119B866970E,The Fontane Sisters,9.9946,6,0.527,86.464,4,0,The Tennessee Waltz
5545,SOIXTNA12AC46882E8,737,Who I Am,ARHGGCU125FEF328D7,Nick Jonas & The Administration,4.726,4,0.641,92.105,4,0.858,State of Emergency
5546,SOBAQDD12AB017B1F5,259,The Art of Falling,AR2B3VQ1187FB54129,Jeff Johnson,3.9717,7,0.037,42.486,4,0.552,Contours
5547,SOBBKSL12AB01852FE,894,Ber\xc3\xb8ring,ARSS1OZ1187FB54440,Mons Leidvin Takle,2.8207,2,0.252,168.106,3,0.91,\xc3\x98mhet
5548,SOCUPHK12A6D4FC491,47,American Folk Blues Festival '72,ARNEL2O1187FB4421A,Bukka White,0.0468,9,0.493,101.772,4,0.775,Aberdeen Blues
5549,SOXXMWC12A67AD7296,29,A Brief History Of The 20th Century,ARKZ68G1187B98B189,Gang Of Four,3.9979,1,0.51,117,4,0.783,Is It Love
5550,SOPAKPP12AB017DC35,583,Reggae Max - Part 2,AR3OSJM1187B98B95B,Peter Hunnigale,8.1007,9,0.145,168.049,4,0,Ordinary Lives
5551,SOQFWBE12A8C1316AF,466,Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm \x13 152Bpm For Jogging_ Cycling_ Spin,ARVG4OK1187B9B6BD3,The Killers,7.9864,1,0.764,134.02,4,0,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix)
5552,SOZMELK12A8C143532,116,Group Sex,ARNFTGS1187B9A465F,Circle Jerks,0.5293,4,0.972,162.384,1,0,Group Sex
5553,SOQMCZO12A58A7ADAD,253,Stories,AR2G8UI1187FB3F33C,Barbara Fairchild,6.3979,8,0.547,149.748,4,0.827,Jezebel
5554,SOOQDSE12AC468B61B,380,Into The Sun [Explicit],ARTBQTE1187B9B8A0F,Candlebox,2.84,1,0.479,130.35,4,0.757,Breathe Me In
5555,SOUXTFR12A8C138871,237,Relaxin' With Tyrone,ARUT16P1187FB532A4,Tyrone Davis,7.7709,10,0.024,93.734,4,1,Sugar Daddy
5556,SOCCMWP12A58A7919C,9,(ONe),ARZQPE11187FB40939,The Panic Channel,3.2599,2,0.505,143.224,1,0,Said You'd Be
5557,SOMPLTA12A58A7D02A,659,Cajun Hymns,AR1JGQT1187FB56878,Jo-El Sonnier,4.28,0,1,138.279,3,0.799,Precious Lord_ Take My Hand
5558,SOYUULR12AF72AB86D,199,No Introduction Necessary,ARNPPTH1187B9AD429,Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes,1.3432,10,0.613,175.154,1,0,Livin' Lovin' Wreck
5559,SOZVRFB12A8C13A837,58,Great African Moments,ARDXWVZ1187B9B52F1,Michael Whalen,0.1113,0,0.592,180.825,4,0.685,Flamingos
5560,SOJSKZX12A58A7DE0E,984,Elton Britt: Ridin With Elton,AR8IS591187B9981AE,Elton Britt,2.8583,0,0.207,139.56,7,0.134,Little Silver Bells
5561,SOVEXXE12A8C134E83,64,N Ster Vir My,ARZAHDN1187B9B4BED,Ice,3.0281,7,0.272,119.981,4,0.502,Under Attack
5562,SOOGEFW12A8C13538F,766,13 Aurores,AR6TSMD1187FB5640F,Jean Fauque,9.0101,5,0.382,112.015,3,0.698,Off The Record
5563,SOLDQVB12A58A7CA82,418,Blues At Midnight,ARDK5LC1187B9AB681,"Bobby Blue"" Bland""",6.827,10,0.081,90.102,7,0.932,You Hit The Nail On The Head
5564,SOFRITM12A81C20954,159,Colors,AR7GUNF1187B990CCF,Between The Buried And Me,6.6232,1,0.387,132.949,3,0.879,Prequel To The Sequel (Album Version)
5565,SOYZHDL12AB01864AF,435,Amor en Bossa Nova,ARZTSMH122988F522A,Reginaldo Bessa,0.9848,5,0.046,102.043,4,0.152,Gosto de Voc\xc3\xaa Demais
5566,SODAWDZ12A8AE47AD2,891,Faithless Live In Cannes EP,ARXDQJB1187FB57154,Faithless,7.144,2,0.669,125.063,4,0.595,Drifting Away
5567,SOMFTDQ12A58A7F989,750,Hymns In The Key Of 666,AR8ANXA1187B98BFC3,Hellsongs,2.1432,4,0.319,124.981,7,0.47,Rock The Night
5568,SOXSZBM12A8AE483AD,542,Tropical Spirits Parts I & II,ARB054P1187B9AD32E,Santana,7.4395,11,0.516,118.444,4,0,Fried Neckbones And Home Fries
5569,SORAETJ12A58A7DAA3,507,Super Hits,ARMWZF41187FB387F9,Charley Pride,8.0289,4,0.958,98.824,4,1,(I'm So) Afraid Of Losing You Again
5570,SOYKAIZ12A6D4F97B2,55,Another 700 Miles,ARW1MUW1187FB4D5A1,3 Doors Down,8.9089,4,0.33,85.787,4,1,Duck And Run
5571,SOFUIBH12A6D4F9C25,67,Sweet Talkin' Girls: The Best Of The Chiffons,ARNUFGE1187B9B7881,THE CHIFFONS,3.88,8,0.526,88.675,1,0,The Heavenly Place
5572,SOURFOI12A58A7D7C3,975,Rumba Congo,AROQ9OT1187B99E88D,K\xc3\xa9k\xc3\xa9l\xc3\xa9,9.872,7,0.689,111.997,4,0.343,Likambo
5573,SOMQNVZ12AC468A9AD,577,The Earls Of Duke,ARQDONM1187B9BA1AD,Little Junior Parker,0.7832,7,0.574,80.498,4,1,Please Baby Blues
5574,SOOMYIJ12A8C133601,538,Sacred Memories,ARCSZCY1187B991BA7,Cybertribe,7.9701,1,0.176,160.011,4,0.76,Cry Of The Earth
5575,SOMNBNO12A8C1430D2,128,The Undisputed Truth,AR07CRG1187FB594FA,Seventh Star,4.84,7,0.29,114.594,4,0.997,I Versus I
5576,SORABBL12A58A7C15E,222,Live in Japan 2004,AR1RMYB1187FB5A59E,Incubus,7.735,6,0.616,88.753,4,0.373,A Crow Left Of The Murder
5577,SOKBEGN12A8C142678,762,Live&Greetings From the Flow State,ARPTZO31187B9AB533,Dishwalla,0.4207,11,0.653,183.662,3,0.93,Moisture
5578,SOUOIBI12AC3DFB10A,373,Shitzzo EP,ARM1UIH1187B9A5DE8,Marco Polo,3.8526,6,0.247,126.927,4,0.79,Shitzzo
5579,SOHGXBL12AB0183D01,533,Stack and Pile,ARVUN5F1187FB4CCC7,Beenie Man,1.9783,1,0.057,69.594,3,1,Stack and Pile
5580,SOAFNMG12A8C136D00,451,Babies Go U2,ARY1P2B1187B9B78F5,Mariano Yanani,0.0093,1,1,96.962,4,1,I Still Haven't Found What I'm Looking For
5581,SOEMTZO12A8151DD78,985,Andy Warhol: A Documentary Film,ARHSAFX1187B98E89A,Brian Keane,6.0583,0,0,100.16,4,1,Dark Flashes
5582,SOLYPRP12AB017D90F,516,Ek Pardesi,ARBY23A1187B9A82E4,Naseebo Lal,8.8175,10,0.744,168.039,4,0.733,Ek Pardesi Di\xc2\xa0
5583,SOKJDLN12AB01826D9,282,Buzz Buzz,ARC1CJB1187B99FCA4,Laurie Berkner,9.3775,0,0.753,82.585,4,0.129,Ice Cream Cone
5584,SOPMIMB12A8C13C87E,968,I See Stars - The Trance Album,ARAPLFD1187B98DABD,Robin Fox,5.6566,7,0.73,140.021,3,0.174,Wonderland
5585,SONCWFW12A8AE4702B,897,Friend Or Foe,AR7G5I41187FB4CE6C,Adam Ant,2.9709,9,0.617,95.7,4,1,Goody Two Shoes
5586,SOORKFA12AB01838BF,335,Aux,AR1DC0611A348EFB30,Statues,0.3505,11,0.075,155.958,4,0.289,Telecommunication
5587,SOOXMZO12A58A7D62F,40,Rehab,AREZBYP122C86758CC,Rusted Shut,6.8028,8,0.667,102.072,7,0.786,Borin Fuckin Town
5588,SOYFDYC12A6D4F921D,20,Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile,ARPATQ21187B9ACAFC,Happy Mondays,6.68,11,0.037,129.282,1,0,Olive Oil
5589,SOECLAD12AAF3B120A,363,Room For Squares,ARZENOX1187B98A645,John Mayer,1.0966,9,0.605,126.711,3,1,St. Patrick's Day
5590,SOGRYWN12AB018C335,575,Une petite pause,ARDDHGI126E2B3AA76,Pascal Sangla,3.766,4,0.446,89.977,4,0.295,Assis par terre
5591,SONGUIH12A6D4F9274,337,Handel Edition Volume 4 - Samson_ Messiah & Arias from Rinaldo_ Serse etc,AR3AIEI1187B992D8D,Marilyn Horne,4.0648,5,0.452,95.469,4,0.448,"Agrippina : Act 3 Bel piacere \xc3\xa8 godere fido amor!"" [Poppea]"""
5592,SOKTJKI12A8C143254,252,Talento De Barrio,ARBNXYA1187FB51C50,Daddy Yankee,9.88,4,0.594,195.985,4,0.971,Llamado De Emergencia
5593,SOEVMQS12A6D4F9A77,84,Songs For A Lifetime,ARKYI5T1187B99334F,Janet Paschal,9.9244,1,0.283,105.994,4,0.606,He'll Deliver Me
5594,SOHUMGO12A58A7C8F5,19,WHAT THE WORLD NEEDS NOW IS BURT,ARODFDS1187FB57348,Sergio Mendes,2.2934,4,0.645,130.892,4,0.336,Don't Go Breaking My Heart (LP Version)
5595,SOLWZMY12AB0182AAD,690,The Things We Left Behind,ARD842G1187B997376,Blue Rodeo,3.9734,7,0.611,99.644,1,0.052,Million Miles
5596,SOXNPFT12AB01859DA,548,Suburban Empire,ARA0YAE1187B9B1D16,John Brown,7.4934,6,0.905,108.176,4,1,She's On That Revivalism
5597,SOIOAIN12A58A7A9A5,348,Raditude,AR633SY1187B9AC3B9,Weezer,8.4403,8,0.519,122.852,4,1,I Don't Want To Let You Go
5598,SOHNBQM12A8C13FC8E,303,Hadag Nahash - LIVE,ARHDLVJ11F4C84797A,Hadag Nahash,6.9203,8,0.699,187.893,1,0.557,Aff E'chad (Nobody) (Live)
5599,SOPNTAR12A6D4F7B7D,69,Rock For Light,AR7Y6JX1187FB4D9B3,Bad Brains,6.3848,5,0,127.157,4,0,At The Movies (1991 Digital Remaster)
5600,SOTLZBK12A6D4F7E63,66,Here Come the Lords,ARTE2FL1187FB51337,Lords Of The Underground,4.6983,11,0.53,99.058,4,1,Check It (Explicit)
5601,SOVLVKM12AF72A05AC,761,Shogun,ARJBWQI1187B9B17D1,Trivium,2.0256,4,0.414,141.813,4,0.405,Into The Mouth Of Hell We March [Explicit]
5602,SOXNVHD12A8C13CD75,850,25 Years/25 Songs,AR82GTS1187FB5662F,Mary Black,0.2036,2,0.035,42.75,4,0,Sweet Love
5603,SOCQLKZ12AB0183796,107,Knives,ARJ8PZJ1187B99314F,Aiden,9.0917,2,0.548,0,0,0,Black Market Hell
5604,SOHLAGO12AB0188518,595,Remotely Controlled,ARKC83D1187B9AB367,Mark Lowry,0.3162,3,0.047,77.069,5,0.5,A Word From Deacon Jones [A Local Cable Access Ministry] (LP Version)
5605,SOCKVDU12A58A7CB2B,271,Jungle Signal,AR78ZID1187B9B31ED,Mikey Dread,9.9995,9,0.677,145.618,4,0.022,Rainbow Jungle (Dub / Instrumental Reggae Music)
5606,SOVCDEV12A6D4FCD04,678,Ryan Dan,ARC4HSQ1187FB55940,RyanDan,5.7644,8,0.708,142.196,4,0,Wind Beneath My Wings
5607,SOULDME12AB01887C6,608,Ibiza 1991 - 2009,ARXDQJB1187FB57154,Faithless,1.9881,5,0.354,128.067,4,0.005,Salva Mea
5608,SOFOHYX12A6D4F814D,40,Todos Mis Exitos Vol. 2,AROF4LP1187FB41C51,Selena,2.8028,10,0.828,85.772,7,0.547,Tu Robaste Mi Corazon
5609,SOKVOPA12A8C1407BC,537,Under the Influence,ARSKPIJ11F50C50608,Marquez the Greatest,0.1758,9,0.115,75.367,7,0.762,Declaration of Independence
5610,SOKMGFN12AB0180B99,90,Full Circle,ARVSQHB1187B992FF0,Drowning Pool,8.7897,11,0.237,166.064,4,0.858,Reborn (Explicit)
5611,SOXWQWO12A8C13BF20,988,Kent,AR1SQSG1187B9AC782,Kent,2.5366,9,0.576,135.776,3,0.934,Vad tv\xc3\xa5 \xc3\xb6ron klarar
5612,SOFSQER12AB0187CE5,181,12 Vivos,ART6QCS1187FB40CBD,Los Aut\xc3\xa9nticos Decadentes,5.0607,8,0.449,91.699,4,0,El Gran Se\xc3\xb1or
5613,SORVFBF12A8AE488AE,855,La Extraordinaria Paradoja Del Sonido Quijano,ARAIJG51187B9B97A4,Caf\xc3\xa9 Quijano,5.3987,2,0.056,152.001,4,0.443,En Alg\xc3\xban Rinc\xc3\xb3n
5614,SOODOVP12A6701E939,32,Without Me,ARTH9041187FB43E1F,Eminem,2.2575,1,0.015,174.651,4,0.505,The Way I Am
5615,SOCRJDR12A8C139007,7,America's bugle calls,ARCVMYS12454A51E6E,The Sun Harbor's Chorus-Documentary Recordings,0.015,10,0.214,125.124,4,0,The Air Force song : Evening colors sequence
5616,SOXQPRR12AB018091F,754,It's Not Me_ It's You (Special Edition),ARKZJ301187FB521B2,Lily Allen,7.2452,3,0.344,132.61,4,0,22 (Acoustic)
5617,SOQLCJK12AB018DB42,131,Revolver,ARBEOHF1187B9B044D,Madonna,4.9497,10,0.72,85.318,1,0.735,Revolver [Tracy Young's Shoot To Kill Remix]
5618,SOHMODT12A8C13735C,27,20th Century Masters: The Millennium Collection: Best Of Roy Buchanan,AR6HAZT1187FB4A3AA,Roy Buchanan,9.6648,9,0.952,119.089,3,0.731,Hey Joe
5619,SOOIXVH12AC3DF9B00,433,Borboreo,ARLCGW21187B9929EE,Juan Carmona,3.8591,4,0.039,64.475,4,0,Nino ven pa'ca
5620,SOAQGHA12AB0186D60,4,Morgarot,ARS7E2E1187FB361BC,Mayday,7.3301,11,0.085,71.984,4,0.019,N\xc3\xbct isch f\xc3\xbcr immer
5621,SOEZMVS12AB018D338,521,Dramatic Story,ARELA4P1187B991507,Charles Williams,0.846,8,0.273,168.303,4,0.921,They Ride By Night
5622,SOKPWFH12A6702056E,5,Kite,ARMPIH61187FB44227,Sun Yan-Zi,5.96,8,0.624,100.059,3,0.603,Abscondence
5623,SOEBDOL12AB0189C81,549,Christin\xc3\xa9: Dede,AR1X2H01187B98CCF2,Maurice Chevalier / Fran\xc3\xa7oise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,3.5505,7,0.1,164.618,4,0.037,Dialogue et final si j'avais su
5624,SORTYWG12A8C1444E7,24,Karaoke: Country Super Stars - Singing to the Hits,ARXB4J91187B9A9C7D,Ray Price,5.152,0,0.759,126.714,3,0.321,Make The World Go Away
5625,SORAHIC12AB0185506,721,Sirius Calling,ARS10A81187B9B6E16,Art Ensemble Of Chicago,7.0983,4,0.053,96.411,3,0.903,Sirius Calling
5626,SODCRRC12A8C139A9F,59,Bodhisattva,ARFEAZE1187B99A080,Swim,1.5881,7,0.764,167.111,1,0.239,Fungus
5627,SOZLDWX12AB0181A32,280,Maiastru Sfetnic,ARWJAQ81187FB46F73,Negura Bunget,0.1987,9,0.216,91.144,7,0.635,Plecaciunea mortii
5628,SOUTDGY12A8C13F17A,616,Best Of Buddy Miles,ARIIEQL1187FB5CE68,Buddy Miles,1.0248,7,0.539,100.573,4,0.798,Don't Keep Me Wondering
5629,SOLKVTJ12A6D4FC610,4,Local Gentry,ARQXAUH1187B9BA010,Bobbie Gentry,4.9611,9,0.624,170.897,4,0.466,Ace Insurance Man
5630,SODPYOG12A8C136332,677,Ellen Disingenuous,ARU9KWP1187B98B2A7,Busdriver,6.2297,7,0.444,136.116,4,0,Ellen Disingenuous
5631,SOASRSU12AC960D99A,241,Little Miss Dynamite,ARGKD4W1187B990E04,Brenda Lee,3.9717,3,0.189,117.696,1,0,Ballin' the Jack
5632,SOJBWKS12A8C135255,816,Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum,ART8F8O1187B9A538D,Herbert  von Karajan,8.4517,5,0.345,75.377,7,0.433,Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky)
5633,SODHAHY12A58A8024A,110,HEP CAT BABY,AR14CJ91187FB3A994,Eddy Arnold,9.5815,5,0.673,100.932,5,0.995,I\xc2\xb4m Throwing Rice
5634,SOSPGMD12AB0180C42,388,Atada,AR4O3MM1187FB3DF77,Gisselle,8.8779,5,0.368,124.129,4,0.782,Me Decidi
5635,SOIYUEY12AB0184151,410,The String Cheese Remix Project,AR4QYVC1187B99985B,DJ Harry,5.9081,6,0.411,133.529,4,0.919,'Round the Wheel
5636,SOJPDXW12A8C135D6A,932,Von der Strasse f\xc3\xbcr die Strasse,ARGCNAB1242077FED1,MC Sadri,8.9644,9,0.04,180.126,4,0.659,Strassenkrieg
5637,SOQBOUQ12A8C1372F4,84,And Justice for Y'all,AR1LG7D1187B99BAFF,Weedeater,9.0085,7,0.392,142.639,3,0,Monkey Junction
5638,SONWOUM12AB018555E,584,New Hope for the Dead,ARJGNV61187B98F3B5,Mira,0.0077,1,0,109.743,4,1,In Pursuit of the Implicate Order of Cultural Chaos
5639,SOFTRVP12AAF3B23A3,256,Greatest Hits,AR8IXB41187B9A4EED,Mel Blanc,7.7432,7,0.102,159.941,4,0,I Love Me (I'm Wild About Myself) (2005 Digital Remaster)
5640,SOLTMLK12AB018A1CB,553,Groove Approved,ARYNX5Z1187B999686,Paul Carrack,4.4664,4,0.674,134.123,4,0.854,Dedicated
5641,SOYQIME12AB017F31F,512,Reggae Max,ARUBX2Y1187B99CD25,Tyrone Taylor,9.0101,2,0.858,157.201,4,0.379,Got To Make Me Love You
5642,SOCDDCO12A6D4FBCF4,865,Wyrd,ARJ438T1187B9AD503,Elvenking,2.5595,7,0.37,150.05,4,0,Pathfinders
5643,SOLQBAW12AB0184198,306,Live In Concert,ARIT9Y51187FB364AE,The Irish Rovers,2.0517,2,0.082,175.325,4,0,The Deep Blue Sea
5644,SOGWDQX12AB0185701,555,The Road Home,ARNBFWO1187FB4D1DD,William Coulter,8.5758,9,0.551,148.524,4,0,Shrivasta
5645,SOJEQCC12A6D4F7B01,47,Gardens Of Grief,ARPYIBX1187B9B113E,At The Gates,6.0403,7,0.144,171.613,1,0,City Of Screaming Statues
5646,SOZVNIV12A8C133A48,663,The Jazz Singer Original Songs From The Motion Picture,AR40GSU1187FB3AA01,Neil Diamond,1.1587,9,0.119,100.422,4,0.799,Hey Louise
5647,SOBACBP12AB0188B9F,232,'77 In '97,ARD6S3O1187FB3F1F0,Special Duties,2.566,9,0.828,128.822,1,0,Punk Rocker '97
5648,SOCFXKC12A8C13E150,537,Both Rock 'N' Roll,ARVAE6W1187FB3CAF3,The Refreshments,2.6934,7,0.627,101.976,3,1,Three Little Words
5649,SOMNRTW12AB0185CDE,242,Replay: Johnny Horton,ARTBFV61187FB3C250,Johnny Horton,9.9015,2,0.196,181.9,4,0,Old Gobbler the Hound Dog
5650,SOXMJIX12A8C13C3FE,881,As Long As You Want This,AR1XE381187FB4C685,Kane,1.302,9,0.745,120.611,4,0.226,My Heart's Desire
5651,SOTHMMZ12A58A7EA1D,164,Before The L.O.X.,ARQHJLT11F50C4C101,Bomb Squad,2.2297,0,0.374,95.88,4,0.656,Flipside
5652,SOQMSPF12AB018C5DF,529,XL60 Remix-Jeunesse 1,ARRESZG1187B9A3FBF,Les Hou-Lops,1.864,3,0.054,95.735,4,0.584,Quand on est amoureux
5653,SOTDFAQ12A6D4FB3E1,45,Eastmountainsouth,AR5OQSV1187B9953AF,Eastmountainsouth,5.6191,6,0.08,125.986,4,0.281,Hard Times
5654,SOBLAUT12AB01830D0,207,Travel Without Leaving The Bed,ARWPHDF1242077F0B8,:Blacks On :Blondes,4.36,1,0,128.033,7,0.638,Superconstellation
5655,SOABFQI12A58A7D162,279,Blank Generation,AR9B5JX1187FB55D84,Richard Hell & The Voidoids,4.1056,7,0.459,123.182,4,0.369,Another World (Album Version)
5656,SOALKSA12A8C140F94,239,Here's To The Losers,AR80OOA1187B98E726,Love Jones,2.726,0,0,87.799,4,0.553,I Like Young Girls
5657,SOOCAJK12AB01866EE,413,Soul Zouk,ARGP3HD1187B9A3CB5,V'ro,2.5399,5,0.4,67.987,3,0.383,Softcore
5658,SOZAPQT12A8C142821,186,Because Of The Times,ARF2EHS1187B994F4E,Kings Of Leon,1.1326,11,0.032,102.066,4,0.783,Ragoo
5659,SOZLEZA12A58A7EE61,252,West Coast Diaries Vol.1-cass.,ARUUXNF1187B98FB36,Charlie Peacock,0.1399,0,0.541,130.441,4,0.907,Tears Falling Down
5660,SOUZLIE12AB0186874,787,Bone To Pick,ARSF4161187B9B449F,The Gone Jackals,0.4991,0,0.603,99.593,4,1,Drop The Hammer
5661,SOJELTQ12A8C1301E2,524,Dark Passion Play,AR74Q3R1187B9B24C3,Nightwish,4.664,7,0.671,96.711,4,0.815,The Poet And The Pendulum
5662,SOSKAWG12A8C1359AD,184,Total Reggae: Island Vibes,ARNSTES1187FB4FC9B,Shinehead,0.713,10,0.181,209.649,4,1,Olivia
5663,SOENUOD12AB0188E35,597,The Lakeshore,ARRP4SJ11C8A414CFA,From Dying Skies,2.5889,9,0.366,87.539,4,0.58,Expeditions
5664,SOOVSAM12A81C218AF,421,Firehouse Rock,AR0DSOO1187B9B855E,Wailing Souls,5.477,9,0.204,86.752,1,0.991,Firehouse Rock
5665,SOQTOMY12AB0184AAE,811,O Viol\xc3\xa3o Brasileiro de Tur\xc3\xadbio Santos,AR94U5D1187B995563,Turibio Santos,5.9456,2,0.798,105.72,1,0,Dengoso
5666,SOIYXSW12A8AE4885B,501,One Wintry Night,ARR6CVD1187FB3F2BF,David Phelps,7.2109,0,0.715,83.594,4,0.779,One King (Album Version)
5667,SOITFJA12AB01824A9,461,What Does It All Mean? - 1983-2006 Retrospective,ARQ30G91187B9B8C12,Steinski,0.427,8,0.505,110.048,4,0.114,Silent Partner (Peace Out)
5668,SOVMCUJ12A6D4F778E,44,20 Favorites,ARHT0B11187B993CB3,Eddy Raven,5.4052,0,0.876,158.832,4,0.963,Like A Hurricane
5669,SOIFKVI12A8C131696,797,Por Siempre,ARSFVDS1187B990F14,Tranzas,4.215,1,0.283,75.826,7,0.876,Un nuevo amor (version salsa)
5670,SOAESFB12A8C13573F,518,The Time Machine,ARSL3N21187B98DFC5,Klaus Badelt,5.1995,2,0.039,121.667,5,0.454,Time Travel
5671,SOJWEFZ12A8C13B69D,148,Hit my heart,ARUIRXF1187FB45BC6,JK,1.3791,4,0.781,86.719,1,0.722,Hit my heart
5672,SOCKRCU12A8C143B0C,80,Rum & Coke,ARXK4YK1187FB4D0C4,Dub Pistols feat. TK,4.8289,10,0.631,100.019,4,0.48,Revitalise
5673,SOCWGLQ12A8C13D14A,988,Conviction,ARJ8PZJ1187B99314F,Aiden,8.8207,5,0.42,143.021,4,0.637,She Will Love You (Album Version)
5674,SOYEKDD12A6702113B,330,The Desert Storm Mixtape: DJ Envy Blok Party Vol. 1,AR3FE581187FB3F90A,DJ Envy,8.3864,9,0.465,135.059,3,0.893,Why Wouldn't I (featuring Fabolous & Paul Cain)
5675,SOEWUBS12A6D4F8DB0,991,Bells / Prophecy,ARYXELS1187B9A5991,Albert Ayler,6.0044,7,0,67.598,5,0.752,Ghosts_ Second Variation
5676,SORSTPO12AB017FE28,476,Perfection,ARYORUX11F4C846890,Perfection,9.2713,10,0.395,100.168,3,1,What Is This
5677,SONBAWZ12A8C135A8B,706,A Jazzy Wonderland,AR62YZW1187B9A22D7,Fred Simon,8.7015,3,0.549,70.891,1,0,The Christmas Song (Chestnuts Roasting On An Open Fire)
5678,SOPJHMG12A6D4FA978,80,Album 95,ARCZ20M1187FB49687,Tony Joe White,2.107,2,0.041,136.621,4,0,Menutha
5679,SOICCPU12A8C138AC4,1,True Story,ARLGUTA1187B9B605F,Terror Squad / Remy / Prospect / Armageddon,1.8983,11,0.041,181.3,7,1,Hum Drum
5680,SOXUVWM12AB018BE30,115,Osaka After Dark,AR9OTFC11C8A415220,D.A.D.,0.36,6,0.453,150.526,4,0,Wild Talk [Live]
5681,SOOIUAA12AB01870D5,256,Days Of Way Back,ARDQO721187FB3C6D9,Rodney O & Joe Cooley,1.2779,4,0.611,123.696,4,0.908,Your Chance To Rock
5682,SOTXBEP12A8C1377BA,842,You Are! Remix Box,ARM86R71187FB4CBB4,Christian Quast,8.8338,8,0.187,125.057,4,0.432,You Are!
5683,SOMTMGI12A8C138611,379,Always Was_ Is_ and Always Shall Be,ARCDQRB11F4C844880,G.G. Allin,0.5032,10,0.578,208.517,1,0,Assface
5684,SOWHHLO12CF5F8917D,319,J.Lo,AR7C6G11187B9B4C1E,Jennifer Lopez featuring Ja Rule,3.2093,5,0.345,83.49,4,0.468,I'm Real
5685,SODSXCY12AAA8C598D,35,Global Village Idiots,ARFEXDH11F4C840CAC,The Bureau De Change,0.8909,11,0.051,93.909,4,0.743,Seasick
5686,SOEWDGW12A58920580,486,Ojo,AR9LT7R1187FB4543A,Darden Smith,0.6281,6,0.627,165.76,4,0,Perfect Moment
5687,SOKUCRV12AB017F645,496,D\xc3\xa9d\xc3\xa9 Saint-Prix & Pakatak rendent hommage \xc3\xa0 Paulo Rosine (1982),AR49IWV1187FB3C663,D\xc3\xa9d\xc3\xa9 Saint Prix_ Pakatak,7.2795,9,0.037,98.18,7,1,Nom' Mayi
5688,SOSGVRE12AB01832AC,657,Serie Platino,ARGHMTX1187FB456CA,Los Indios Tabajaras,1.2844,11,0.656,128.162,4,0.305,Sue\xc3\xb1o Salvaje
5689,SOHCZTI12A8C139141,991,Best of 1991-2001 Hidden Harvest,AR82GTS1187FB5662F,Mary Black,5.0493,2,0.192,117.507,4,0.864,Say A Little Prayer
5690,SOFAOVT12AC468AC11,584,Se Peg\xc3\xb3...!,ARHNYVE122988EE3A6,Charanga de la 4,9.9783,2,0.354,126.922,4,0.621,Clavelitos
5691,SOWKQWU12A6D4F8937,25,12 Best Loved Songs,ARLZ3CF1187B98BD56,Daryl Coley,1.0183,1,0.262,124.709,3,1,He That Dwelleth (Psalm 91) (In My Dreams Album Version)
5692,SOBFRQQ12AB018D108,753,The Tomb,AROCXGR1187FB511B2,Ramesses,8.757,2,0.59,219.518,7,0.656,Unholy Outburst #3
5693,SOBWEEH12A58A7D3EC,705,Cold Shot!,ARB5U6G1187B9A994C,Johnny Otis Show,4.832,0,0.096,94.085,4,1,You Better Look Out
5694,SOFOGUH12A8C1449BD,320,Friends Of Fahey Tribute,AR1XVTM1187B996D57,John Doan,4.9905,5,0,82.856,3,0.816,In John Fahey There Is No East or West (feat. John Doan)
5695,SOBRVUL12A6D4F9903,8,The Best Remix of Sammi Cheng,ARG1UAO1187FB55E50,Sammi Cheng,9.3415,2,0,86.658,5,0.65,Nu Ren Ben Se
5696,SOHOSEI12AB018998F,366,Hotel St Tropez - La Suite Deluxe,AR9S8551187FB3EA81,Trentemoller,8.744,7,0.063,124.985,4,0.254,In Progress (Original Mix)
5697,SORUTNO12A8C13D2F5,848,I'm The Fat Man,AR5NDDL1187B9A4EDB,Big John Greer,5.4542,7,0.298,87.635,4,0.078,Big John's A-Blowin'
5698,SOQQDOT12A8C13BB64,669,Papi Chulo,ARKD9S41187B997CA6,Lorna,9.5342,6,0.289,110.17,4,1,Papi Chulo (Extended Mix)
